id,sexo,edad,nivel,region,zona,tipo_establecimiento,rendimiento_promedio,rendimiento_matematicas,rendimiento_lenguaje,repitencia,trabaja,horas_trabajo_semana,particip_extraescolar,acceso_internet_hogar,nivel_ses,estructura_familiar,tiempo_traslado_min,apoyo_psicopedagogico,ema_i01,ema_i02,ema_i03,ema_i04,ema_i05,ema_i06,ema_i07,ema_i08,ema_i09,ema_i10,ema_i11,ema_i12,ema_i13,ema_i14,ema_i15,ema_i16,ema_i17,ema_i18,ema_intrinseca,ema_extrinseca,ema_desmotivacion,ema_total,eaa_i01,eaa_i02,eaa_i03,eaa_i04,eaa_i05,eaa_i06,eaa_i07,eaa_i08,eaa_i09,eaa_i10,eaa_i11,eaa_i12,eaa_i13,eaa_i14,eaa_tareas,eaa_social,eaa_total,ece_i01,ece_i02,ece_i03,ece_i04,ece_i05,ece_i06,ece_i07,ece_i08,ece_i09,ece_i10,ece_i11,ece_i12,ece_i13,ece_i14,ece_i15,ece_i16,ece_docente,ece_pares,ece_institucional,ece_total,iesa_i01,iesa_i02,iesa_i03,iesa_i04,iesa_i05,iesa_i06,iesa_i07,iesa_i08,iesa_i09,iesa_i10,iesa_i11,iesa_i12,iesa_evaluativo,iesa_carga,iesa_total
EDU-306,Mujer,15,2° Medio,RM,Urbano,Part. Pagado,4.2,2.9,NA,No,No,NA,No,No,Bajo,Monoparental,28,No,1,1,2,2,3,2,1,2,1,3,2,4,4,2,3,2,2,2,1.8333333333333333,2.1666666666666665,2.5,2.1666666666666665,3,1,3,3,3,3,2,2,2,2,3,2,2,3,2.5714285714285716,2.2857142857142856,2.4285714285714284,2,3,2,3,2,2,1,1,1,2,2,2,2,3,2,1,2.3333333333333335,1.4,2,1.9375,3,2,2,3,3,4,2,2,2,2,3,2,2.8333333333333335,2.1666666666666665,2.5
EDU-307,Mujer,18,2° Medio,Biobío,Urbano,Municipal,6.5,6.2,5.1,No,Sí,30,Sí,Sí,Medio,Biparental,5,Sí,3,2,3,2,3,2,2,3,2,3,3,3,4,2,3,3,3,2,2.5,2.6666666666666665,2.8333333333333335,2.6666666666666665,2,3,2,2,4,4,3,4,3,4,4,4,3,2,2.857142857142857,3.4285714285714284,3.142857142857143,1,2,2,1,1,2,2,3,2,2,1,1,1,2,2,2,1.5,2,1.6,1.6875,2,3,2,3,3,3,4,3,3,2,2,3,2.6666666666666665,2.8333333333333335,2.75
EDU-308,Mujer,16,4° Medio,RM,Urbano,Part. Subvencionado,4.2,3.5,3.3,No,No,0,Sí,Sí,Medio,Biparental,5,No,3,3,3,3,3,4,2,4,3,3,4,2,2,2,3,3,2,4,3.1666666666666665,3,2.6666666666666665,2.9444444444444446,2,3,3,3,2,4,3,3,2,3,2,3,1,4,2.857142857142857,2.5714285714285716,2.7142857142857144,2,1,1,3,2,3,2,2,1,2,2,4,2,2,1,3,2,1.8,2.4,2.0625,2,2,2,2,3,3,2,3,4,4,2,2,2.3333333333333335,2.8333333333333335,2.5833333333333335
EDU-309,Hombre,17,3° Medio,Biobío,Urbano,Part. Subvencionado,4.3,3.1,2.5,Sí,No,0,No,No,Medio,Otra,33,No,3,1,1,1,2,2,3,1,2,2,3,2,1,3,2,1,1,2,1.6666666666666667,2.1666666666666665,1.6666666666666667,1.8333333333333333,3,4,4,3,3,3,4,3,2,2,3,2,4,3,3.4285714285714284,2.7142857142857144,3.0714285714285716,3,1,2,3,3,3,1,1,1,2,1,1,1,1,1,1,2.5,1.2,1,1.625,3,1,3,3,3,1,3,3,2,2,3,2,2.3333333333333335,2.5,2.4166666666666665
EDU-310,Mujer,17,1° Medio,RM,Urbano,Part. Pagado,4.3,5.2,4.2,No,No,0,Sí,Sí,Bajo,Monoparental,10,No,2,2,2,2,1,2,3,4,4,3,4,4,4,3,4,4,4,4,1.8333333333333333,3.6666666666666665,3.8333333333333335,3.111111111111111,4,2,4,2,3,2,3,4,3,3,3,2,4,2,2.857142857142857,3,2.9285714285714284,2,2,2,2,3,3,3,4,3,3,3,2,2,3,1,1,2.3333333333333335,3.2,1.8,2.4375,2,2,3,3,2,1,2,1,2,2,1,3,2.1666666666666665,1.8333333333333333,2
EDU-311,Mujer,15,2° Medio,Valparaíso,Rural,Part. Pagado,6.3,5.6,5.1,No,No,0,No,Sí,Medio,Extendida,32,Sí,2,3,4,3,3,3,2,1,1,1,1,1,1,2,2,2,3,1,3,1.1666666666666667,1.8333333333333333,2,3,3,2,4,4,4,4,2,2,3,3,3,3,4,3.4285714285714284,2.857142857142857,3.142857142857143,2,1,3,3,2,3,3,2,3,1,4,2,4,2,2,3,2.3333333333333335,2.6,2.6,2.5,3,2,2,2,1,2,2,2,1,3,2,2,2,2,2
EDU-312,Mujer,17,1° Medio,RM,Urbano,Municipal,6.9,6.6,6.9,No,No,NA,Sí,Sí,Bajo,Monoparental,12,No,2,3,1,2,2,2,3,3,4,3,3,3,1,1,1,1,2,3,2,3.1666666666666665,1.5,2.2222222222222223,4,4,4,3,4,4,4,3,3,4,2,4,4,3,3.857142857142857,3.2857142857142856,3.5714285714285716,4,4,4,3,4,3,3,3,4,3,4,3,2,3,4,3,3.6666666666666665,3.4,3,3.375,1,3,3,1,2,1,2,2,3,2,2,1,1.8333333333333333,2,1.9166666666666667
EDU-313,Mujer,17,2° Medio,RM,Rural,Municipal,6,6.3,5.7,No,No,0,Sí,Sí,Alto,Monoparental,13,No,3,4,3,3,2,3,1,1,1,1,2,2,1,2,1,1,1,3,3,1.3333333333333333,1.5,1.9444444444444444,3,2,3,3,3,3,2,3,4,3,4,3,3,3,2.7142857142857144,3.2857142857142856,3,3,4,3,2,3,4,3,3,3,4,2,3,2,3,3,3,3.1666666666666665,3,2.8,3,1,3,1,3,3,2,3,2,1,3,2,3,2.1666666666666665,2.3333333333333335,2.25
EDU-314,Mujer,17,2° Medio,RM,Urbano,Municipal,6.3,6,5.4,No,No,0,Sí,Sí,Bajo,Biparental,25,Sí,2,2,1,2,1,3,3,4,4,4,4,4,1,2,2,2,3,3,1.8333333333333333,3.8333333333333335,2.1666666666666665,2.611111111111111,3,3,2,3,4,3,4,3,2,3,3,3,4,3,3.142857142857143,3,3.0714285714285716,2,2,1,2,2,3,2,2,3,2,3,3,3,3,2,1,2,2.4,2.4,2.25,1,1,1,2,3,1,2,2,2,3,2,3,1.5,2.3333333333333335,1.9166666666666667
EDU-315,Mujer,16,3° Medio,Biobío,Urbano,Part. Subvencionado,5.7,6,4.2,No,No,0,No,Sí,Medio,Extendida,45,No,2,4,3,2,2,3,4,3,2,3,4,2,3,3,2,3,3,3,2.6666666666666665,3,2.8333333333333335,2.8333333333333335,4,3,3,4,2,4,4,3,2,3,3,2,2,2,3.4285714285714284,2.4285714285714284,2.9285714285714284,2,3,3,2,3,2,2,2,2,2,2,3,2,2,1,3,2.5,2,2.2,2.25,2,2,1,2,2,1,2,1,2,2,3,2,1.6666666666666667,2,1.8333333333333333
EDU-316,Mujer,18,3° Medio,RM,Urbano,Part. Pagado,6.1,5.9,6.7,No,No,0,Sí,Sí,Medio,Biparental,17,Sí,2,1,3,2,1,2,2,2,2,1,2,3,2,2,4,2,2,3,1.8333333333333333,2,2.5,2.111111111111111,3,4,4,4,4,2,4,4,3,4,4,4,3,4,3.5714285714285716,3.7142857142857144,3.642857142857143,3,3,2,2,4,4,3,3,2,2,2,3,3,3,3,3,3,2.4,3,2.8125,3,3,3,4,4,3,3,3,3,4,4,4,3.3333333333333335,3.5,3.4166666666666665
EDU-317,Mujer,18,4° Medio,RM,Urbano,Part. Subvencionado,3.1,2.3,2.1,Sí,No,0,No,No,Medio,Biparental,5,No,1,2,1,1,2,3,3,3,3,2,2,3,3,3,3,3,4,3,1.6666666666666667,2.6666666666666665,3.1666666666666665,2.5,2,1,1,2,2,1,2,2,2,1,2,1,2,3,1.5714285714285714,1.8571428571428572,1.7142857142857142,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1.3333333333333333,1.2,1.2,1.25,3,4,3,3,3,2,3,3,3,3,3,1,3,2.6666666666666665,2.8333333333333335
EDU-318,Mujer,17,2° Medio,RM,Urbano,Municipal,NA,6.9,6.9,No,No,0,No,No,Medio,Monoparental,32,No,3,2,2,1,3,3,4,3,2,3,3,2,2,1,2,2,2,1,2.3333333333333335,2.8333333333333335,1.6666666666666667,2.2777777777777777,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3.7142857142857144,3.857142857142857,4,3,4,3,3,3,4,4,3,3,2,4,4,4,3,4,3.3333333333333335,3.2,3.8,3.4375,1,1,1,3,1,1,2,2,1,1,2,1,1.3333333333333333,1.5,1.4166666666666667
EDU-319,Mujer,19,3° Medio,RM,Urbano,Municipal,3.2,2.5,2.5,No,No,0,Sí,Sí,Bajo,Biparental,5,No,3,2,1,3,3,2,2,2,1,3,3,3,2,2,3,4,3,3,2.3333333333333335,2.3333333333333335,2.8333333333333335,2.5,2,2,1,1,2,1,2,2,1,2,2,3,2,2,1.5714285714285714,2,1.7857142857142858,2,3,4,2,4,3,2,1,1,2,3,3,3,3,3,3,3,1.8,3,2.625,3,3,4,3,2,4,3,3,3,3,3,3,3.1666666666666665,3,3.0833333333333335
EDU-320,Mujer,20,4° Medio,Maule,Urbano,Part. Pagado,5.4,3.8,6.2,No,No,0,Sí,Sí,Medio,Extendida,NA,No,3,2,4,2,2,1,2,1,2,2,3,1,4,4,3,4,3,3,2.3333333333333335,1.8333333333333333,3.5,2.5555555555555554,3,4,3,3,3,3,2,2,2,1,2,3,2,3,3,2.142857142857143,2.5714285714285716,2,3,3,3,3,3,4,1,2,3,1,3,2,2,4,3,2.8333333333333335,2.2,2.8,2.625,1,1,2,2,1,2,2,2,1,2,2,3,1.5,2,1.75
EDU-321,Mujer,18,4° Medio,Valparaíso,Urbano,Part. Subvencionado,6.1,3.4,4.8,No,No,0,No,Sí,Alto,Biparental,24,No,4,2,3,4,2,4,2,2,3,2,2,3,4,3,3,4,2,2,3.1666666666666665,2.3333333333333335,3,2.8333333333333335,2,2,3,2,2,2,2,4,2,2,2,2,3,2,2.142857142857143,2.4285714285714284,2.2857142857142856,1,1,1,2,1,2,1,2,1,2,1,2,3,3,2,2,1.3333333333333333,1.4,2.4,1.6875,4,4,3,4,2,3,2,3,3,4,3,1,3.3333333333333335,2.6666666666666665,3
EDU-322,Hombre,18,3° Medio,Otra,Urbano,Municipal,6.5,6.8,6.3,No,No,0,Sí,Sí,Alto,Monoparental,5,No,2,3,4,4,4,3,3,2,4,4,4,3,3,1,2,2,3,3,3.3333333333333335,3.3333333333333335,2.3333333333333335,3,2,3,4,4,3,3,4,3,2,4,3,3,3,4,3.2857142857142856,3.142857142857143,3.2142857142857144,4,1,3,3,3,2,2,3,3,3,3,3,4,3,3,4,2.6666666666666665,2.8,3.4,2.9375,3,2,3,4,4,2,3,2,2,3,2,1,3,2.1666666666666665,2.5833333333333335
EDU-323,Mujer,19,1° Medio,RM,Urbano,Municipal,3.7,3.4,2.5,No,No,0,No,Sí,Bajo,Monoparental,42,No,3,2,2,2,1,2,4,3,2,4,4,4,3,2,3,3,2,2,2,3.5,2.5,2.6666666666666665,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1.4285714285714286,1.8571428571428572,1.6428571428571428,2,1,1,2,2,3,3,2,2,3,2,3,2,3,1,2,1.8333333333333333,2.4,2.2,2.125,2,2,2,2,2,1,2,2,3,2,2,4,1.8333333333333333,2.5,2.1666666666666665
EDU-324,Hombre,16,2° Medio,Valparaíso,Urbano,Municipal,6.3,6.4,6.4,No,No,0,No,Sí,Bajo,Biparental,58,No,2,4,3,3,4,3,3,3,3,4,3,2,3,1,3,1,1,2,3.1666666666666665,3,1.8333333333333333,2.6666666666666665,3,4,3,4,4,2,3,3,4,3,2,3,3,2,3.2857142857142856,2.857142857142857,3.0714285714285716,4,2,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3.1666666666666665,3,2.8,3,1,3,2,1,2,2,2,3,2,2,2,2,1.8333333333333333,2.1666666666666665,2
EDU-325,Mujer,20,2° Medio,RM,Urbano,Part. Subvencionado,4.3,3.3,3.5,No,No,0,No,Sí,Bajo,Biparental,8,Sí,4,2,3,2,3,3,2,2,2,2,3,2,4,4,2,3,4,1,2.8333333333333335,2.1666666666666665,3,2.6666666666666665,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2.2857142857142856,2.142857142857143,2.2142857142857144,3,2,2,3,2,2,1,1,1,2,1,3,2,2,3,3,2.3333333333333335,1.2,2.6,2.0625,2,3,2,3,2,1,4,3,2,4,3,2,2.1666666666666665,3,2.5833333333333335
EDU-326,Mujer,19,1° Medio,Biobío,Urbano,Part. Subvencionado,5.6,5.8,6.3,No,No,0,No,Sí,Medio,Monoparental,8,Sí,4,3,4,3,3,4,1,2,2,2,2,2,3,3,3,2,2,2,3.5,1.8333333333333333,2.5,2.611111111111111,2,2,2,3,1,2,2,2,3,2,2,1,3,3,2,2.2857142857142856,2.142857142857143,2,2,3,4,4,2,2,2,3,3,3,1,2,2,3,2,2.8333333333333335,2.6,2,2.5,3,1,2,2,1,2,3,3,3,2,3,3,1.8333333333333333,2.8333333333333335,2.3333333333333335
EDU-327,Mujer,15,2° Medio,RM,Urbano,Municipal,3.7,5.4,3.7,Sí,No,0,No,Sí,Medio,Monoparental,17,No,3,2,3,2,3,1,3,1,3,2,2,2,1,2,2,2,1,3,2.3333333333333335,2.1666666666666665,1.8333333333333333,2.111111111111111,4,3,2,3,3,4,3,3,4,3,3,4,3,3,3.142857142857143,3.2857142857142856,3.2142857142857144,2,3,3,4,3,3,2,3,2,2,2,3,3,2,2,1,3,2.2,2.2,2.5,2,2,3,3,3,3,3,2,2,3,2,2,2.6666666666666665,2.3333333333333335,2.5
EDU-328,Mujer,19,2° Medio,RM,Urbano,Part. Pagado,6.8,7,6.9,No,No,0,Sí,No,Alto,Extendida,5,No,4,2,3,3,3,3,1,1,1,1,1,3,2,2,2,1,2,2,3,1.3333333333333333,1.8333333333333333,2.0555555555555554,4,3,3,3,3,3,4,3,2,2,4,2,3,2,3.2857142857142856,2.5714285714285716,2.9285714285714284,2,3,2,3,3,2,3,2,2,3,2,4,4,4,2,2,2.5,2.4,3.2,2.6875,2,2,2,1,1,2,3,2,2,2,1,3,1.6666666666666667,2.1666666666666665,1.9166666666666667
EDU-329,Mujer,18,3° Medio,RM,Urbano,Municipal,3.4,2.3,2.9,Sí,No,0,Sí,No,Alto,Extendida,23,No,2,1,3,2,3,2,3,2,3,2,2,1,3,1,1,2,2,3,2.1666666666666665,2.1666666666666665,2,2.111111111111111,3,3,3,3,3,2,4,4,3,2,2,3,2,2,3,2.5714285714285716,2.7857142857142856,2,3,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1.8,1.4,1.75,2,3,2,2,3,2,2,3,3,3,3,2,2.3333333333333335,2.6666666666666665,2.5
EDU-330,Hombre,15,1° Medio,RM,Urbano,Part. Pagado,5.3,4.2,3.3,No,No,0,No,Sí,Bajo,Extendida,22,No,2,1,2,2,2,2,3,4,3,3,3,3,2,3,3,2,3,2,1.8333333333333333,3.1666666666666665,2.5,2.5,3,2,3,3,2,2,3,3,2,3,3,3,4,2,2.5714285714285716,2.857142857142857,2.7142857142857144,3,3,3,3,1,3,2,2,2,3,3,3,2,2,1,3,2.6666666666666665,2.4,2.2,2.4375,2,2,2,2,1,2,1,1,2,3,1,4,1.8333333333333333,2,1.9166666666666667
EDU-331,Hombre,17,4° Medio,RM,Rural,Part. Subvencionado,5.8,6.2,6.1,No,No,0,No,No,Medio,Otra,43,No,2,2,3,2,3,3,3,4,3,1,2,2,3,3,4,4,4,2,2.5,2.5,3.3333333333333335,2.7777777777777777,3,3,3,2,3,3,2,1,2,1,2,1,3,2,2.7142857142857144,1.7142857142857142,2.2142857142857144,4,4,3,3,3,2,3,3,3,2,2,3,1,2,2,3,3.1666666666666665,2.6,2.2,2.6875,2,2,2,1,3,2,3,2,3,3,3,3,2,2.8333333333333335,2.4166666666666665
EDU-332,Hombre,15,3° Medio,Maule,Urbano,Part. Subvencionado,4.9,4.5,3.8,No,Sí,13,Sí,Sí,Bajo,Biparental,15,No,4,4,4,2,3,3,2,2,3,3,3,3,3,3,3,4,3,1,3.3333333333333335,2.6666666666666665,2.8333333333333335,2.9444444444444446,3,3,2,3,3,2,2,4,3,3,4,4,4,2,2.5714285714285716,3.4285714285714284,3,3,2,3,3,3,1,2,2,1,2,1,2,1,1,1,1,2.5,1.6,1.2,1.8125,3,3,3,4,2,4,3,3,2,4,3,1,3.1666666666666665,2.6666666666666665,2.9166666666666665
EDU-333,Hombre,20,1° Medio,RM,Rural,Municipal,3.9,3,3.1,No,No,0,Sí,Sí,Medio,Monoparental,5,No,3,4,3,4,4,2,3,3,4,3,3,2,3,3,2,3,1,3,3.3333333333333335,3,2.5,2.9444444444444446,3,2,3,3,3,3,3,2,2,3,2,2,2,3,2.857142857142857,2.2857142857142856,2.5714285714285716,1,2,1,1,2,2,1,1,3,2,3,2,2,2,2,1,1.5,2,1.8,1.75,4,3,4,3,3,3,3,2,3,3,4,2,3.3333333333333335,2.8333333333333335,3.0833333333333335
EDU-334,Mujer,18,4° Medio,RM,Urbano,Part. Subvencionado,6.7,6.5,6.9,No,No,0,Sí,Sí,Alto,Biparental,5,No,4,3,3,4,3,2,3,2,2,3,2,3,3,2,2,1,1,2,3.1666666666666665,2.5,1.8333333333333333,2.5,4,3,3,3,3,3,4,4,4,4,3,2,4,3,3.2857142857142856,3.4285714285714284,3.357142857142857,3,3,3,3,3,2,4,2,2,3,4,4,4,4,3,4,2.8333333333333335,3,3.8,3.1875,3,2,4,2,4,3,2,3,3,3,2,2,3,2.5,2.75
EDU-335,Hombre,15,3° Medio,Biobío,Urbano,Municipal,5.5,2.6,3.5,No,Sí,23,Sí,Sí,Bajo,Otra,5,No,2,3,3,2,2,4,4,4,4,3,3,3,3,2,4,2,2,3,2.6666666666666665,3.5,2.6666666666666665,2.9444444444444446,2,3,3,2,3,3,3,2,3,4,3,4,3,4,2.7142857142857144,3.2857142857142856,3,4,2,3,3,3,3,2,3,3,2,2,3,2,2,1,3,3,2.4,2.2,2.5625,1,2,2,2,2,2,3,2,3,2,3,2,1.8333333333333333,2.5,2.1666666666666665
EDU-336,Mujer,18,3° Medio,Otra,Urbano,Part. Subvencionado,4.7,3.9,4.3,No,No,0,No,Sí,Bajo,Biparental,25,Sí,3,2,4,3,2,3,4,4,2,2,3,3,3,3,3,3,1,2,2.8333333333333335,3,2.5,2.7777777777777777,2,1,2,2,3,3,3,2,1,2,3,3,2,4,2.2857142857142856,2.4285714285714284,2.357142857142857,2,3,3,3,2,3,3,3,2,3,3,3,2,1,2,2,2.6666666666666665,2.8,2,2.5,2,2,3,2,1,2,3,3,3,3,2,2,2,2.6666666666666665,2.3333333333333335
EDU-337,Hombre,14,2° Medio,RM,Urbano,Municipal,3.1,2,2.5,Sí,No,0,Sí,Sí,Bajo,Biparental,24,Sí,2,1,1,2,2,2,1,3,1,1,2,3,4,4,4,2,4,2,1.6666666666666667,1.8333333333333333,3.3333333333333335,2.2777777777777777,4,2,3,2,2,3,2,2,2,2,2,2,3,3,2.5714285714285716,2.2857142857142856,2.4285714285714284,2,2,3,2,2,2,2,4,3,4,1,2,3,3,3,3,2.1666666666666665,2.8,2.8,2.5625,3,2,3,4,2,1,2,1,3,3,2,3,2.5,2.3333333333333335,2.4166666666666665
EDU-338,Mujer,14,4° Medio,Biobío,Urbano,Municipal,5.6,NA,5.3,No,No,0,Sí,Sí,Medio,Otra,5,No,2,2,2,3,2,4,1,2,2,1,2,3,2,3,3,2,2,2,2.5,1.8333333333333333,2.3333333333333335,2.2222222222222223,3,2,2,1,3,2,3,3,2,4,3,4,3,3,2.2857142857142856,3.142857142857143,2.7142857142857144,3,3,4,2,3,3,3,2,2,2,3,3,4,3,4,3,3,2.4,3.4,2.9375,2,3,2,3,3,3,2,2,3,2,3,3,2.6666666666666665,2.5,2.5833333333333335
EDU-339,Mujer,17,3° Medio,RM,Rural,Part. Subvencionado,5.4,5.4,4.5,No,No,0,No,Sí,Medio,Biparental,16,No,2,3,3,3,4,3,2,3,2,2,2,2,3,2,3,3,1,3,3,2.1666666666666665,2.5,2.5555555555555554,4,1,4,2,2,3,3,2,2,1,2,3,2,3,2.7142857142857144,2.142857142857143,2.4285714285714284,2,1,2,2,1,1,1,1,1,1,2,1,2,2,3,2,1.5,1.2,2,1.5625,2,3,1,1,1,1,2,3,3,2,2,2,1.5,2.3333333333333335,1.9166666666666667
EDU-340,Mujer,16,2° Medio,Otra,Urbano,Municipal,4.6,5.2,4.2,No,No,0,Sí,Sí,Medio,Extendida,39,No,2,1,2,1,1,2,2,2,2,3,2,1,2,3,3,3,2,2,1.5,2,2.5,2,2,4,2,3,3,3,3,4,4,4,4,4,4,4,2.857142857142857,4,3.4285714285714284,1,3,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1.6666666666666667,1.6,1.4,1.5625,3,2,3,3,3,1,2,2,2,1,2,2,2.5,1.8333333333333333,2.1666666666666665
EDU-341,Hombre,16,3° Medio,RM,Rural,Municipal,6.7,6.7,6.8,Sí,No,0,No,Sí,Alto,Otra,10,No,4,2,4,3,4,4,2,2,1,1,1,1,1,1,1,1,1,1,3.5,1.3333333333333333,1,1.9444444444444444,4,4,4,4,3,4,4,3,3,4,4,4,3,3,3.857142857142857,3.4285714285714284,3.642857142857143,2,1,3,2,3,3,2,2,2,3,4,3,2,3,4,3,2.3333333333333335,2.6,3,2.625,3,3,3,4,2,3,2,3,3,3,3,3,3,2.8333333333333335,2.9166666666666665
EDU-342,Mujer,17,1° Medio,RM,Urbano,Part. Pagado,5.5,4.6,4.8,No,No,NA,No,Sí,Bajo,Monoparental,11,No,2,1,2,2,3,3,3,3,3,3,2,2,4,2,3,2,2,2,2.1666666666666665,2.6666666666666665,2.5,2.4444444444444446,2,2,3,2,3,1,2,3,2,2,2,2,3,3,2.142857142857143,2.4285714285714284,2.2857142857142856,3,3,4,2,3,3,2,4,3,3,3,4,3,4,4,4,3,3,3.8,3.25,1,1,1,1,1,2,1,1,1,1,1,1,1.1666666666666667,1,1.0833333333333333
EDU-343,Hombre,18,1° Medio,RM,Urbano,Part. Subvencionado,5.1,NA,4,No,No,NA,No,Sí,Medio,Extendida,67,No,1,2,1,1,1,1,4,3,3,2,3,4,3,3,2,3,4,4,1.1666666666666667,3.1666666666666665,3.1666666666666665,2.5,4,3,3,4,3,3,3,2,4,4,4,4,2,3,3.2857142857142856,3.2857142857142856,3.2857142857142856,3,1,2,2,2,2,3,1,2,1,2,3,2,2,2,3,2,1.8,2.4,2.0625,3,3,3,3,3,2,2,2,1,3,2,2,2.8333333333333335,2,2.4166666666666665
EDU-344,Mujer,17,4° Medio,RM,Urbano,Part. Subvencionado,7,6.9,6.9,No,Sí,23,No,Sí,Alto,Monoparental,17,Sí,3,3,2,3,3,2,3,2,3,3,3,3,2,1,2,2,2,4,2.6666666666666665,2.8333333333333335,2.1666666666666665,2.5555555555555554,3,4,4,3,3,3,3,4,4,3,2,4,3,2,3.2857142857142856,3.142857142857143,3.2142857142857144,2,1,2,2,3,1,3,3,3,3,2,4,4,3,4,3,1.8333333333333333,2.8,3.6,2.6875,1,4,1,1,1,2,1,2,2,3,3,1,1.6666666666666667,2,1.8333333333333333
EDU-345,Mujer,14,1° Medio,RM,Urbano,Part. Subvencionado,4,3.2,2.5,No,No,0,Sí,Sí,Bajo,Extendida,25,No,2,2,2,2,2,1,1,3,2,3,2,2,3,1,3,2,2,1,1.8333333333333333,2.1666666666666665,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2.142857142857143,2,2.0714285714285716,1,2,1,1,2,1,2,2,1,2,2,2,3,3,2,3,1.3333333333333333,1.8,2.6,1.875,3,3,2,2,3,2,1,3,2,3,3,2,2.5,2.3333333333333335,2.4166666666666665
EDU-346,Hombre,20,3° Medio,Valparaíso,Urbano,Municipal,6.2,6.6,6,No,No,0,Sí,Sí,Alto,Otra,12,Sí,4,4,3,4,4,3,3,2,2,2,3,3,2,1,2,2,2,2,3.6666666666666665,2.5,1.8333333333333333,2.6666666666666665,3,2,4,4,2,4,4,4,3,2,3,4,2,3,3.2857142857142856,3,3.142857142857143,3,3,3,2,2,3,3,2,2,3,3,2,4,3,3,4,2.6666666666666665,2.6,3.2,2.8125,2,3,1,2,1,1,3,1,1,2,2,1,1.6666666666666667,1.6666666666666667,1.6666666666666667
EDU-347,Mujer,15,1° Medio,RM,Urbano,Part. Subvencionado,5.1,6.3,5.1,No,No,0,No,Sí,Medio,Monoparental,NA,No,3,2,3,3,3,4,2,1,2,2,1,2,2,2,2,1,3,3,3,1.6666666666666667,2.1666666666666665,2.2777777777777777,2,4,2,3,3,3,4,1,3,3,4,2,2,3,3,2.5714285714285716,2.7857142857142856,1,2,1,2,1,2,2,2,2,2,2,3,4,3,3,3,1.5,2,3.2,2.1875,4,3,4,3,4,3,4,3,3,4,4,4,3.5,3.6666666666666665,3.5833333333333335
EDU-348,Hombre,17,4° Medio,RM,Urbano,Municipal,6.6,6.4,6.5,No,No,0,Sí,No,Medio,Extendida,21,Sí,3,3,2,3,3,4,2,2,2,1,2,2,1,2,2,1,3,2,3,1.8333333333333333,1.8333333333333333,2.2222222222222223,3,3,3,4,3,2,4,4,3,3,3,4,3,3,3.142857142857143,3.2857142857142856,3.2142857142857144,3,3,3,4,4,2,4,3,4,4,4,4,2,4,3,4,3.1666666666666665,3.8,3.4,3.4375,2,2,2,3,3,2,1,1,2,1,2,2,2.3333333333333335,1.5,1.9166666666666667
EDU-349,Hombre,15,2° Medio,Otra,Urbano,Municipal,4.2,5.8,5,No,No,0,No,No,Alto,Biparental,5,No,2,1,3,2,2,1,1,3,3,4,3,4,3,3,4,4,3,3,1.8333333333333333,3,3.3333333333333335,2.7222222222222223,3,4,2,2,4,4,3,2,3,2,4,2,2,1,3.142857142857143,2.2857142857142856,2.7142857142857144,3,1,2,3,3,2,3,1,2,3,2,2,2,2,2,1,2.3333333333333335,2.2,1.8,2.125,1,1,1,1,1,1,1,2,1,1,1,1,1,1.1666666666666667,1.0833333333333333
EDU-350,Hombre,16,4° Medio,RM,Urbano,Part. Pagado,4.8,6.4,6.6,No,No,NA,No,Sí,Alto,Biparental,16,No,4,3,4,4,4,4,1,3,2,2,2,3,1,1,1,2,1,1,3.8333333333333335,2.1666666666666665,1.1666666666666667,2.388888888888889,4,3,2,4,2,2,2,4,3,4,3,3,2,3,2.7142857142857144,3.142857142857143,2.9285714285714284,3,3,2,4,4,3,3,3,3,3,1,4,3,4,3,3,3.1666666666666665,2.6,3.4,3.0625,2,2,2,1,1,1,3,2,4,2,3,2,1.5,2.6666666666666665,2.0833333333333335
EDU-351,Hombre,16,4° Medio,RM,Urbano,Part. Subvencionado,4.5,4.4,3.8,No,No,0,Sí,No,Alto,Extendida,24,Sí,3,2,2,3,1,3,1,2,2,2,1,1,3,3,3,2,2,2,2.3333333333333335,1.5,2.5,2.111111111111111,3,2,2,1,1,3,2,2,4,3,2,2,4,1,2,2.5714285714285716,2.2857142857142856,2,2,3,3,3,3,3,4,2,2,2,2,1,3,3,3,2.6666666666666665,2.6,2.4,2.5625,1,1,2,2,1,3,2,2,1,1,2,1,1.6666666666666667,1.5,1.5833333333333333
