id,sexo,edad,nivel_educacional,estado_civil,n_hijos,region,area,nivel_cargo,modalidad_trabajo,antiguedad_anos,tipo_contrato,horas_semanales,ingreso_tramo,capacitacion_ultimo_ano,evaluacion_desempeno,beneficios_empresa,turno,ebl_i01,ebl_i02,ebl_i03,ebl_i04,ebl_i05,ebl_i06,ebl_i07,ebl_i08,ebl_i09,ebl_i10,ebl_i11,ebl_i12,ebl_i13,ebl_i14,ebl_i15,ebl_i16,ebl_i17,ebl_i18,ebl_agotamiento,ebl_cinismo,ebl_baja_eficacia,ebl_total,csl_i01,csl_i02,csl_i03,csl_i04,csl_i05,csl_i06,csl_i07,csl_i08,csl_i09,csl_i10,csl_i11,csl_i12,csl_i13,csl_i14,csl_i15,csl_i16,csl_tarea,csl_contexto,csl_total,elp_i01,elp_i02,elp_i03,elp_i04,elp_i05,elp_i06,elp_i07,elp_i08,elp_i09,elp_i10,elp_i11,elp_i12,elp_i13,elp_i14,elp_transformacional,elp_transaccional,elp_total,eir_i01,eir_i02,eir_i03,eir_i04,eir_i05,eir_i06,eir_i07,eir_i08,eir_i09,eir_i10,eir_intencion_salida,eir_busqueda_alternativas,eir_total
LAB-306,Hombre,38,Media,Casado/a,2,RM,Producción,Gerencia,Remoto,13,Indefinido,48,Medio,Sí,4.2,Completos,Diurno,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,3,1.6666666666666667,1.3333333333333333,2,1.6666666666666667,3,3,4,4,3,3,3,2,4,4,4,3,3,4,4,4,3.125,3.75,3.4375,2,3,1,3,2,3,3,2,3,2,2,3,1,3,2.4285714285714284,2.2857142857142856,2.357142857142857,1,1,1,3,2,1,1,1,1,2,1.6,1.2,1.4
LAB-307,Hombre,44,Universitario,Separado/a,2,RM,Producción,Profesional,Híbrido,1,Indefinido,48,Medio,Sí,4.7,Básicos,Diurno,2,1,1,2,1,3,1,2,1,1,1,2,2,2,1,2,2,1,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.5555555555555556,3,2,2,3,2,3,4,3,3,3,4,4,3,3,3,3,2.75,3.25,3,2,3,2,3,3,3,2,2,2,2,2,2,1,1,2.5714285714285716,1.7142857142857142,2.142857142857143,2,2,1,1,1,4,3,2,3,2,1.4,2.8,2.1
LAB-308,Hombre,31,Técnico,Soltero/a,0,RM,Producción,Operativo,Híbrido,1,Indefinido,53,Bajo,No,2.8,Intermedios,Nocturno,2,3,3,3,3,2,2,3,3,2,2,4,2,1,3,2,2,2,2.6666666666666665,2.6666666666666665,2,2.4444444444444446,3,3,2,3,3,3,3,3,2,3,3,3,3,1,4,4,2.875,2.875,2.875,2,2,1,1,2,1,2,2,3,2,2,2,2,2,1.5714285714285714,2.142857142857143,1.8571428571428572,2,2,3,1,1,2,2,4,1,1,1.8,2,1.9
LAB-309,Hombre,30,Técnico,Separado/a,2,RM,TI,Operativo,Híbrido,5,Indefinido,39,Medio,Sí,3.4,Básicos,Diurno,1,2,1,1,1,1,3,2,2,1,3,3,2,2,1,1,2,3,1.1666666666666667,2.3333333333333335,1.8333333333333333,1.7777777777777777,2,3,3,3,3,2,3,3,4,4,3,4,2,2,4,3,2.75,3.25,3,3,2,2,2,2,3,2,3,1,4,3,1,2,3,2.2857142857142856,2.4285714285714284,2.357142857142857,1,2,1,2,1,1,1,2,1,3,1.4,1.6,1.5
LAB-310,Mujer,49,Universitario,Soltero/a,0,Valparaíso,Comercial,Profesional,Híbrido,6,Plazo fijo,41,Medio,Sí,1.9,Básicos,Diurno,2,3,3,3,2,2,4,3,3,2,3,3,3,2,3,2,3,3,2.5,3,2.6666666666666665,2.7222222222222223,4,3,4,4,4,3,2,2,4,3,3,4,3,3,3,4,3.25,3.375,3.3125,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,1.8571428571428572,1.9285714285714286,2,2,2,2,1,1,2,1,2,2,1.8,1.6,1.7
LAB-311,Hombre,33,Universitario,Soltero/a,1,Biobío,Finanzas,Profesional,Híbrido,4,Honorarios,51,Medio,Sí,2.7,Completos,Diurno,4,3,3,4,3,3,1,2,2,1,3,3,2,2,1,1,1,1,3.3333333333333335,2,1.3333333333333333,2.2222222222222223,3,3,4,4,3,3,4,3,4,4,3,4,2,4,3,3,3.375,3.375,3.375,3,3,4,3,3,1,3,2,3,2,1,2,2,2,2.857142857142857,2,2.4285714285714284,1,1,1,3,2,1,2,1,1,1,1.6,1.2,1.4
LAB-312,Mujer,40,Técnico,Soltero/a,0,RM,Producción,Profesional,Híbrido,8,Plazo fijo,21,Alto,Sí,3.8,Básicos,Diurno,3,2,2,2,3,3,4,4,2,4,3,3,2,4,2,3,3,4,2.5,3.3333333333333335,3,2.9444444444444446,2,3,1,2,3,3,4,3,2,4,2,3,2,3,3,2,2.625,2.625,2.625,3,1,3,2,2,2,2,1,3,3,2,3,2,2,2.142857142857143,2.2857142857142856,2.2142857142857144,3,3,3,2,2,3,4,4,4,2,2.6,3.4,3
LAB-313,Hombre,42,Postgrado,Separado/a,3,RM,RRHH,Operativo,Presencial,11,Plazo fijo,43,Bajo,Sí,2.3,Completos,Diurno,2,4,3,2,2,2,4,3,2,2,3,3,3,2,2,3,2,2,2.5,2.8333333333333335,2.3333333333333335,2.5555555555555554,3,4,3,3,2,2,3,2,3,3,4,3,3,4,4,4,2.75,3.5,3.125,2,1,1,3,1,1,2,1,3,1,3,3,3,4,1.5714285714285714,2.5714285714285716,2.0714285714285716,3,2,3,1,2,1,1,2,2,1,2.2,1.4,1.8
LAB-314,Mujer,27,Técnico,Casado/a,0,Valparaíso,RRHH,Profesional,Híbrido,3,Honorarios,46,Alto,Sí,3.9,Completos,Diurno,1,1,1,1,1,1,3,1,1,1,2,3,2,2,2,2,1,2,1,1.8333333333333333,1.8333333333333333,1.5555555555555556,2,3,4,4,3,2,3,3,2,2,2,3,2,2,2,1,3,2,2.5,1,1,2,2,3,3,2,4,4,3,4,3,3,4,2,3.5714285714285716,2.7857142857142856,2,1,1,2,3,1,2,3,1,1,1.8,1.6,1.7
LAB-315,Mujer,22,Técnico,Conviviente,1,Otra,Operaciones,Profesional,Híbrido,2,Plazo fijo,43,Alto,No,4.4,Básicos,Nocturno,1,3,1,1,2,1,1,2,1,2,2,1,2,3,1,1,1,1,1.5,1.5,1.5,1.5,4,3,4,3,3,3,4,3,4,4,4,2,4,3,4,4,3.375,3.625,3.5,4,4,3,4,4,3,4,3,4,4,4,3,3,3,3.7142857142857144,3.4285714285714284,3.5714285714285716,2,3,3,2,3,2,2,1,1,3,2.6,1.8,2.2
LAB-316,Hombre,47,Media,Soltero/a,3,Otra,Producción,Operativo,Presencial,10,Indefinido,31,Bajo,No,3.6,Básicos,Rotativo,2,3,2,2,2,2,2,3,2,3,2,3,1,2,1,2,2,2,2.1666666666666665,2.5,1.6666666666666667,2.111111111111111,3,3,3,4,2,3,3,4,4,3,4,4,2,3,3,2,3.125,3.125,3.125,2,2,2,2,1,2,3,1,1,2,1,1,1,1,2,1.1428571428571428,1.5714285714285714,3,3,3,3,2,3,3,3,4,4,2.8,3.4,3.1
LAB-317,Mujer,34,Universitario,Casado/a,0,Otra,Producción,Operativo,Remoto,9,Indefinido,46,Medio,No,3.8,Intermedios,Diurno,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1.3333333333333333,1.1666666666666667,1.3333333333333333,1.2777777777777777,2,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,3.5,3.75,3.625,3,4,3,3,4,3,3,2,3,2,4,3,3,2,3.2857142857142856,2.7142857142857144,3,2,1,2,1,3,1,2,1,2,2,1.8,1.6,1.7
LAB-318,Mujer,32,Universitario,Casado/a,2,Antofagasta,Comercial,Profesional,Híbrido,7,Indefinido,46,Medio,Sí,4.3,Básicos,Diurno,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,3,4,2,2,2,3,2,4,2,1,3,1,2,2,2,2,2.75,1.875,2.3125,4,3,3,4,3,3,3,2,2,2,2,2,3,2,3.2857142857142856,2.142857142857143,2.7142857142857144,3,2,1,1,3,1,1,1,2,1,2,1.2,1.6
LAB-319,Mujer,30,Postgrado,Soltero/a,5,RM,Operaciones,Operativo,Remoto,4,Indefinido,42,Bajo,No,4.6,Completos,Diurno,2,1,2,1,1,1,2,1,2,3,2,3,2,2,1,2,1,2,1.3333333333333333,2.1666666666666665,1.6666666666666667,1.7222222222222223,3,3,3,2,4,2,4,3,3,3,2,3,3,3,4,2,3,2.875,2.9375,2,4,3,3,4,4,2,3,2,2,1,2,3,3,3.142857142857143,2.2857142857142856,2.7142857142857144,2,1,1,1,1,2,3,2,2,1,1.2,2,1.6
LAB-320,Mujer,44,Técnico,Conviviente,1,RM,Finanzas,Profesional,Híbrido,1,Indefinido,29,Medio,Sí,3.9,Completos,Diurno,2,1,1,2,2,3,1,4,3,2,3,3,1,3,2,2,3,3,1.8333333333333333,2.6666666666666665,2.3333333333333335,2.2777777777777777,4,4,3,4,3,3,3,3,4,3,4,4,3,3,3,2,3.375,3.25,3.3125,2,2,3,3,1,3,1,2,3,2,2,2,3,1,2.142857142857143,2.142857142857143,2.142857142857143,3,3,2,3,2,2,1,1,1,1,2.6,1.2,1.9
LAB-321,Hombre,34,Técnico,Soltero/a,1,RM,Operaciones,Profesional,Híbrido,6,Honorarios,40,Bajo,No,3.1,Básicos,Nocturno,2,3,2,4,2,3,3,3,4,2,3,2,3,3,3,3,2,1,2.6666666666666665,2.8333333333333335,2.5,2.6666666666666665,2,2,3,2,2,2,3,4,3,3,1,2,3,1,1,2,2.5,2,2.25,1,1,1,2,2,1,2,2,2,2,2,2,1,3,1.4285714285714286,2,1.7142857142857142,2,2,2,3,2,2,2,2,2,3,2.2,2.2,2.2
LAB-322,Hombre,22,Media,Soltero/a,2,RM,Operaciones,Profesional,Híbrido,3,Honorarios,54,Medio,Sí,2.2,Básicos,Diurno,1,2,2,1,2,2,1,2,1,1,2,4,2,1,1,1,1,1,1.6666666666666667,1.8333333333333333,1.1666666666666667,1.5555555555555556,3,3,3,4,4,4,4,2,4,2,2,3,2,4,3,3,3.375,2.875,3.125,2,3,4,3,4,3,1,4,3,3,3,4,3,4,2.857142857142857,3.4285714285714284,3.142857142857143,2,2,2,1,2,2,2,2,3,1,1.8,2,1.9
LAB-323,Hombre,22,Universitario,Conviviente,0,RM,Comercial,Jefatura,Presencial,9,Plazo fijo,37,Alto,No,4.5,Completos,Rotativo,1,1,2,2,1,3,2,2,2,1,1,3,2,2,2,1,1,2,1.6666666666666667,1.8333333333333333,1.6666666666666667,1.7222222222222223,4,4,4,4,3,4,2,3,4,4,4,3,3,3,4,3,3.5,3.5,3.5,4,3,4,4,4,4,4,4,3,2,3,4,3,3,3.857142857142857,3.142857142857143,3.5,2,2,1,1,2,2,2,1,2,1,1.6,1.6,1.6
LAB-324,Hombre,33,Técnico,Soltero/a,0,RM,Producción,Profesional,Presencial,8,Plazo fijo,50,Bajo,Sí,4.5,Intermedios,Diurno,2,1,1,1,1,3,2,2,1,1,2,1,3,1,1,2,2,2,1.5,1.5,1.8333333333333333,1.6111111111111112,4,4,3,4,4,3,4,2,4,4,4,4,4,4,4,4,3.5,4,3.75,2,1,4,2,3,2,3,3,3,1,2,3,3,3,2.4285714285714284,2.5714285714285716,2.5,1,1,1,1,2,1,1,2,1,1,1.2,1.2,1.2
LAB-325,Mujer,22,Postgrado,Separado/a,3,Otra,RRHH,Operativo,Presencial,1,Honorarios,35,Medio,Sí,3.1,Intermedios,Diurno,1,2,2,2,1,2,3,1,2,2,3,1,2,1,3,2,2,2,1.6666666666666667,2,2,1.8888888888888888,2,2,3,4,2,4,2,2,2,3,3,2,2,2,3,3,2.625,2.5,2.5625,4,4,3,4,3,4,3,3,3,3,4,4,4,3,3.5714285714285716,3.4285714285714284,3.5,3,4,3,3,2,3,1,2,2,2,3,2,2.5
LAB-326,Hombre,22,Postgrado,Casado/a,4,RM,RRHH,Profesional,Remoto,14,Indefinido,37,Bajo,Sí,4.6,Intermedios,Rotativo,2,1,1,1,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1.8333333333333333,1.1666666666666667,1,1.3333333333333333,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3.75,3.875,3.8125,3,4,3,2,3,4,4,4,4,4,4,4,4,3,3.2857142857142856,3.857142857142857,3.5714285714285716,1,1,1,1,1,2,2,1,2,2,1,1.8,1.4
LAB-327,Mujer,38,Postgrado,Casado/a,1,Antofagasta,Comercial,Operativo,Remoto,7,Indefinido,54,Medio,Sí,3.9,Intermedios,Diurno,2,2,2,3,3,2,1,1,1,1,1,1,2,2,2,1,1,1,2.3333333333333335,1,1.5,1.6111111111111112,3,4,4,3,3,4,3,2,4,3,4,4,4,4,3,2,3.25,3.5,3.375,4,4,3,3,2,4,4,4,3,3,3,3,3,3,3.4285714285714284,3.142857142857143,3.2857142857142856,2,2,2,2,3,1,1,1,2,1,2.2,1.2,1.7
LAB-328,Hombre,37,Media,Casado/a,2,RM,Operaciones,Profesional,Híbrido,0,Plazo fijo,44,Alto,No,4.8,Intermedios,Rotativo,1,1,1,1,2,1,2,2,2,3,2,2,2,2,1,1,3,1,1.1666666666666667,2.1666666666666665,1.6666666666666667,1.6666666666666667,4,4,4,4,4,4,4,4,4,3,4,3,3,2,3,1,4,2.875,3.4375,3,3,3,3,4,3,4,1,2,3,1,1,1,1,3.2857142857142856,1.4285714285714286,2.357142857142857,1,1,1,1,1,2,1,3,1,2,1,1.8,1.4
LAB-329,Mujer,35,Técnico,Soltero/a,0,RM,Producción,Profesional,Híbrido,0,Indefinido,36,Bajo,No,4.9,Intermedios,Diurno,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.2222222222222223,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3.75,3.875,2,1,3,3,2,3,3,3,4,3,2,3,2,3,2.4285714285714284,2.857142857142857,2.642857142857143,1,2,1,1,2,2,1,1,1,2,1.4,1.4,1.4
LAB-330,Hombre,39,Técnico,Casado/a,0,Biobío,Operaciones,Profesional,Remoto,5,Honorarios,53,Bajo,No,NA,Intermedios,Diurno,2,3,2,2,2,1,2,2,3,4,3,2,2,3,3,2,4,3,2,2.6666666666666665,2.8333333333333335,2.5,4,3,3,4,3,4,2,3,2,3,2,2,2,1,3,2,3.25,2.125,2.6875,2,2,3,2,2,3,2,3,4,2,3,2,3,3,2.2857142857142856,2.857142857142857,2.5714285714285716,3,3,2,3,1,2,3,3,3,2,2.4,2.6,2.5
LAB-331,Hombre,46,Media,Casado/a,0,RM,Comercial,Jefatura,Presencial,6,Indefinido,47,Medio,No,3.1,Intermedios,Diurno,3,3,4,3,3,2,3,3,2,2,3,2,3,3,3,4,3,3,3,2.5,3.1666666666666665,2.888888888888889,2,2,2,3,2,2,2,1,2,1,3,2,2,3,1,3,2,2.125,2.0625,2,2,3,2,2,2,2,1,4,3,3,3,3,4,2.142857142857143,3,2.5714285714285716,2,3,2,3,2,1,2,2,2,1,2.4,1.6,2
LAB-332,Mujer,34,Media,Soltero/a,0,RM,Producción,Profesional,Híbrido,11,Honorarios,60,Medio,Sí,2.1,Básicos,Rotativo,4,4,3,4,4,4,3,2,3,3,4,3,2,2,2,3,2,2,3.8333333333333335,3,2.1666666666666665,3,2,3,2,3,3,3,3,2,3,2,2,2,2,3,3,1,2.625,2.25,2.4375,2,4,2,4,2,2,3,2,1,1,2,1,3,2,2.7142857142857144,1.7142857142857142,2.2142857142857144,4,3,3,3,1,2,3,3,3,4,2.8,3,2.9
LAB-333,Mujer,31,Técnico,Conviviente,0,Otra,RRHH,Operativo,Híbrido,19,Indefinido,45,Alto,Sí,3.5,Completos,Diurno,2,2,2,2,2,4,2,2,3,3,2,2,2,3,2,2,2,2,2.3333333333333335,2.3333333333333335,2.1666666666666665,2.2777777777777777,3,3,4,4,4,3,4,4,3,3,4,3,3,3,2,2,3.625,2.875,3.25,1,2,1,2,2,2,1,4,3,3,2,1,3,3,1.5714285714285714,2.7142857142857144,2.142857142857143,2,2,1,3,2,2,2,3,2,1,2,2,2
LAB-334,Hombre,50,Postgrado,Casado/a,2,Biobío,Comercial,Operativo,Presencial,5,Indefinido,43,Bajo,Sí,2.3,Básicos,Diurno,2,2,3,2,2,3,1,1,2,3,1,3,1,2,1,2,1,3,2.3333333333333335,1.8333333333333333,1.6666666666666667,1.9444444444444444,2,2,2,1,2,2,2,3,2,3,3,3,2,4,3,2,2,2.75,2.375,3,2,3,2,1,2,2,3,4,3,1,2,2,2,2.142857142857143,2.4285714285714284,2.2857142857142856,2,3,3,2,3,2,3,2,2,3,2.6,2.4,2.5
LAB-335,Hombre,45,Universitario,Casado/a,1,Antofagasta,Comercial,Profesional,Remoto,3,Indefinido,48,Alto,Sí,4.9,Intermedios,Diurno,2,1,1,2,2,2,3,1,2,1,1,2,2,2,1,2,1,2,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,3,3,3,4,3,4,4,4,2,3,2,2,2,2,3,2,3.5,2.25,2.875,4,4,4,4,4,4,4,4,2,3,3,4,3,4,4,3.2857142857142856,3.642857142857143,1,1,1,1,2,1,1,1,1,1,1.2,1,1.1
LAB-336,Mujer,43,Media,Soltero/a,0,Biobío,TI,Gerencia,Presencial,9,Indefinido,44,Medio,Sí,4.2,Básicos,Diurno,2,2,2,2,3,2,1,1,1,2,1,2,1,1,2,1,1,1,2.1666666666666665,1.3333333333333333,1.1666666666666667,1.5555555555555556,3,3,2,2,2,3,3,4,3,4,3,3,4,3,4,4,2.75,3.5,3.125,2,1,3,2,1,2,2,3,2,2,2,3,2,2,1.8571428571428572,2.2857142857142856,2.0714285714285716,2,2,2,2,2,3,3,3,3,2,2,2.8,2.4
LAB-337,Hombre,27,Universitario,Casado/a,0,Otra,Operaciones,Profesional,Híbrido,1,Indefinido,47,Medio,No,2.3,Intermedios,Diurno,2,1,3,2,2,1,1,1,3,2,2,3,2,2,3,3,3,4,1.8333333333333333,2,2.8333333333333335,2.2222222222222223,3,3,4,4,3,3,2,3,2,2,2,3,2,3,3,3,3.125,2.5,2.8125,3,3,2,2,1,3,2,2,3,3,2,3,3,2,2.2857142857142856,2.5714285714285716,2.4285714285714284,2,2,3,2,2,3,3,2,3,3,2.2,2.8,2.5
LAB-338,Mujer,24,Universitario,Casado/a,5,Otra,Operaciones,Jefatura,Híbrido,1,Indefinido,41,Medio,No,3.9,Completos,Diurno,2,1,1,1,2,1,2,2,1,2,1,3,3,1,2,1,1,2,1.3333333333333333,1.8333333333333333,1.6666666666666667,1.6111111111111112,3,3,3,3,4,3,3,3,4,3,4,2,3,3,3,3,3.125,3.125,3.125,2,3,2,2,3,3,3,3,3,4,4,3,4,4,2.5714285714285716,3.5714285714285716,3.0714285714285716,1,2,1,3,1,1,3,1,2,1,1.6,1.6,1.6
LAB-339,Hombre,36,Técnico,Casado/a,2,RM,Comercial,Jefatura,Presencial,7,Indefinido,54,Bajo,No,4.1,Intermedios,Diurno,1,2,2,3,2,4,2,2,2,1,3,3,2,3,2,2,1,2,2.3333333333333335,2.1666666666666665,2,2.1666666666666665,2,1,2,2,1,3,2,2,2,4,2,2,2,2,2,3,1.875,2.375,2.125,1,1,2,2,1,2,2,4,3,3,3,2,4,3,1.5714285714285714,3.142857142857143,2.357142857142857,1,1,1,2,3,1,1,2,2,2,1.6,1.6,1.6
LAB-340,Mujer,35,Universitario,Conviviente,2,RM,Operaciones,Operativo,Presencial,12,Plazo fijo,36,Alto,Sí,3.9,Intermedios,Diurno,1,3,3,2,2,2,3,1,2,2,1,2,1,1,2,2,2,1,2.1666666666666665,1.8333333333333333,1.5,1.8333333333333333,3,4,3,2,3,3,4,4,4,3,2,3,3,3,3,2,3.25,2.875,3.0625,1,3,2,3,2,2,2,3,3,3,3,3,4,4,2.142857142857143,3.2857142857142856,2.7142857142857144,2,1,1,1,1,1,1,3,3,2,1.2,2,1.6
LAB-341,Mujer,50,Universitario,Casado/a,0,Antofagasta,Producción,Operativo,Remoto,1,Indefinido,52,Medio,No,3.3,Básicos,Rotativo,2,2,2,1,2,1,1,2,3,2,1,1,1,2,2,1,4,1,1.6666666666666667,1.6666666666666667,1.8333333333333333,1.7222222222222223,4,4,3,3,3,4,3,4,3,4,4,3,4,4,3,3,3.5,3.5,3.5,2,3,4,2,3,3,3,3,3,2,3,3,2,3,2.857142857142857,2.7142857142857144,2.7857142857142856,1,1,1,1,1,2,2,2,1,1,1,1.6,1.3
LAB-342,Mujer,22,Técnico,Separado/a,0,Biobío,Producción,Operativo,Remoto,7,Indefinido,57,Alto,Sí,4.1,Básicos,Diurno,3,1,2,2,2,1,1,2,2,2,1,1,1,1,3,1,2,2,1.8333333333333333,1.5,1.6666666666666667,1.6666666666666667,4,3,4,3,3,2,3,1,4,4,2,3,3,3,3,4,2.875,3.25,3.0625,4,4,4,2,3,2,3,3,4,3,4,3,3,3,3.142857142857143,3.2857142857142856,3.2142857142857144,1,2,2,1,1,2,2,1,1,1,1.4,1.4,1.4
LAB-343,Mujer,42,Postgrado,Soltero/a,0,RM,TI,Operativo,Híbrido,3,Plazo fijo,24,Bajo,Sí,4.7,Básicos,Diurno,1,2,1,2,1,2,1,3,1,2,1,1,1,2,1,2,2,2,1.5,1.5,1.6666666666666667,1.5555555555555556,4,3,3,4,4,3,4,1,4,3,3,3,3,3,4,3,3.25,3.25,3.25,2,2,4,3,3,3,4,1,2,2,3,2,2,2,3,2,2.5,2,3,1,1,3,1,2,2,1,2,2,1.6,1.8
LAB-344,Hombre,48,Técnico,Conviviente,0,Valparaíso,Operaciones,Operativo,Híbrido,5,Plazo fijo,30,Medio,Sí,3.5,Básicos,Diurno,2,1,2,1,2,2,2,3,2,2,1,1,2,3,1,3,2,2,1.6666666666666667,1.8333333333333333,2.1666666666666665,1.8888888888888888,4,2,3,3,4,4,3,2,4,3,4,2,3,3,3,4,3.125,3.25,3.1875,2,1,3,3,3,3,2,2,1,2,2,1,2,1,2.4285714285714284,1.5714285714285714,2,1,3,3,3,3,3,1,1,1,2,2.6,1.6,2.1
LAB-345,Mujer,50,Universitario,Conviviente,2,RM,Producción,Operativo,Híbrido,6,Honorarios,35,Bajo,No,3.7,Básicos,Diurno,1,1,2,2,3,2,1,1,1,2,3,3,4,3,2,2,2,1,1.8333333333333333,1.8333333333333333,2.3333333333333335,2,2,2,3,4,4,3,3,2,2,3,3,3,3,2,2,4,2.875,2.75,2.8125,4,3,3,4,3,4,4,4,3,4,3,4,4,4,3.5714285714285716,3.7142857142857144,3.642857142857143,1,3,2,2,1,3,2,2,3,1,1.8,2.2,2
LAB-346,Mujer,32,Media,Casado/a,0,Otra,TI,Profesional,Presencial,2,Plazo fijo,44,Medio,Sí,3.9,Intermedios,Diurno,1,1,2,2,2,2,2,1,2,4,2,3,2,2,1,2,2,1,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.8888888888888888,3,2,3,3,4,3,3,2,4,4,4,4,3,4,4,2,2.875,3.625,3.25,2,3,3,2,2,2,2,3,2,3,2,3,3,3,2.2857142857142856,2.7142857142857144,2.5,3,2,2,1,3,3,1,1,1,2,2.2,1.6,1.9
LAB-347,Mujer,36,Postgrado,Conviviente,1,Biobío,TI,Profesional,Remoto,1,Indefinido,33,Medio,Sí,NA,Completos,Diurno,2,1,2,1,1,1,2,2,1,2,2,1,2,2,3,2,2,3,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.7777777777777777,2,3,2,2,3,2,1,3,3,3,3,2,2,2,2,4,2.25,2.625,2.4375,2,3,3,3,2,2,4,3,4,3,3,3,2,3,2.7142857142857144,3,2.857142857142857,1,1,1,2,2,2,2,1,1,2,1.4,1.6,1.5
LAB-348,Mujer,28,Universitario,Otro,0,Valparaíso,Producción,Operativo,Híbrido,9,Plazo fijo,39,Medio,Sí,3.2,Básicos,Diurno,2,3,2,3,2,3,3,3,3,3,2,1,2,1,2,2,3,1,2.5,2.5,1.8333333333333333,2.2777777777777777,3,2,3,3,3,4,3,4,2,4,4,3,3,3,2,3,3.125,3,3.0625,3,2,3,4,3,2,3,4,3,2,3,2,3,3,2.857142857142857,2.857142857142857,2.857142857142857,2,3,3,3,1,2,3,2,3,3,2.4,2.6,2.5
LAB-349,Mujer,22,Técnico,Soltero/a,3,RM,Operaciones,Jefatura,Híbrido,3,Indefinido,46,Medio,Sí,2.7,Completos,Rotativo,2,2,3,3,3,3,1,2,2,2,1,3,3,3,3,3,2,2,2.6666666666666665,1.8333333333333333,2.6666666666666665,2.388888888888889,2,1,2,2,3,3,2,3,3,2,3,3,3,2,2,2,2.25,2.5,2.375,2,3,1,4,4,2,1,2,2,2,3,2,4,4,2.4285714285714284,2.7142857142857144,2.5714285714285716,3,2,2,1,2,2,2,1,2,3,2,2,2
LAB-350,Mujer,24,Media,Soltero/a,2,Biobío,TI,Profesional,Híbrido,2,Honorarios,29,Alto,Sí,1.8,Básicos,Diurno,4,2,3,2,2,2,2,2,2,3,3,2,1,2,3,3,2,2,2.5,2.3333333333333335,2.1666666666666665,2.3333333333333335,3,2,3,3,2,3,3,2,3,2,3,3,2,3,3,2,2.625,2.625,2.625,1,1,3,2,1,2,2,2,2,2,2,2,2,3,1.7142857142857142,2.142857142857143,1.9285714285714286,3,2,3,4,1,4,3,3,3,2,2.6,3,2.8
LAB-351,Mujer,24,Media,Conviviente,0,Otra,RRHH,Operativo,Presencial,2,Plazo fijo,49,Medio,Sí,2.4,Básicos,Diurno,3,2,3,2,3,2,2,2,3,4,3,1,3,1,1,3,4,2,2.5,2.5,2.3333333333333335,2.4444444444444446,3,4,4,3,4,3,3,4,3,2,3,4,2,2,2,3,3.5,2.625,3.0625,2,2,1,3,2,2,2,2,4,3,2,2,2,3,2,2.5714285714285716,2.2857142857142856,3,1,2,2,2,2,3,2,2,1,2,2,2
LAB-352,Mujer,44,Universitario,Separado/a,4,Otra,Comercial,Jefatura,Presencial,19,Indefinido,42,Bajo,No,2,Intermedios,Diurno,3,3,3,3,3,3,4,3,2,2,4,2,4,3,3,3,3,2,3,2.8333333333333335,3,2.9444444444444446,3,4,2,4,4,2,3,4,3,3,2,3,3,2,3,3,3.25,2.75,3,1,2,1,2,2,1,2,2,3,2,1,3,2,4,1.5714285714285714,2.4285714285714284,2,4,3,3,3,3,4,4,4,2,4,3.2,3.6,3.4
LAB-353,Hombre,44,Universitario,Otro,2,RM,Comercial,Gerencia,Presencial,2,Indefinido,51,Bajo,Sí,3.3,Básicos,Rotativo,2,3,3,2,3,4,1,1,2,1,2,1,2,2,2,1,2,2,2.8333333333333335,1.3333333333333333,1.8333333333333333,2,4,3,4,4,4,4,3,3,4,3,1,2,2,3,2,2,3.625,2.375,3,2,2,2,3,2,3,2,1,3,3,1,2,2,3,2.2857142857142856,2.142857142857143,2.2142857142857144,2,3,1,3,3,2,2,3,2,1,2.4,2,2.2
LAB-354,Mujer,27,Universitario,Soltero/a,2,RM,Comercial,Operativo,Híbrido,1,Indefinido,53,Medio,Sí,4.1,Completos,Diurno,2,2,2,2,1,3,1,1,2,2,1,3,1,1,1,2,1,1,2,1.6666666666666667,1.1666666666666667,1.6111111111111112,4,3,4,3,4,4,3,3,3,3,3,2,3,2,3,2,3.5,2.625,3.0625,2,1,2,1,3,2,2,2,1,2,3,2,2,2,1.8571428571428572,2,1.9285714285714286,1,1,1,1,2,2,1,1,1,3,1.2,1.6,1.4
