id,sexo,edad,region_origen,primera_generacion_universitaria,carrera,ano_carrera,promedio_acumulado,creditos_semestre,trabaja,horas_trabajo_semana,tipo_beca,vive_con_familia,distancia_universidad,uso_apoyo_psicologico,satisfaccion_carrera,horas_estudio_semana,actividades_extracurriculares,ere_i01,ere_i02,ere_i03,ere_i04,ere_i05,ere_i06,ere_i07,ere_i08,ere_i09,ere_i10,ere_i11,ere_i12,ere_i13,ere_i14,ere_i15,ere_i16,ere_reevaluacion,ere_supresion,ere_total,eag_i01,eag_i02,eag_i03,eag_i04,eag_i05,eag_i06,eag_i07,eag_i08,eag_i09,eag_i10,eag_i11,eag_i12,eag_i13,eag_i14,eag_conductual,eag_cognitiva,eag_total,epa_i01,epa_i02,epa_i03,epa_i04,epa_i05,epa_i06,epa_i07,epa_i08,epa_i09,epa_i10,epa_i11,epa_i12,epa_postergacion_tareas,epa_postergacion_decisiones,epa_total,cbu_i01,cbu_i02,cbu_i03,cbu_i04,cbu_i05,cbu_i06,cbu_i07,cbu_i08,cbu_i09,cbu_i10,cbu_i11,cbu_i12,cbu_i13,cbu_i14,cbu_i15,cbu_i16,cbu_i17,cbu_i18,cbu_emocional,cbu_vinculacion,cbu_satisfaccion_vital,cbu_total
INV-311,Mujer,18,RM,Sí,Otra,1°,6.1,42,No,0,Sin beca,Sí,Local,No,4,35,No,4,2,3,3,3,3,3,2,1,2,1,1,2,2,1,1,2.875,1.375,2.125,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2.7142857142857144,2.857142857142857,2.7857142857142856,1,1,2,3,2,2,2,1,2,1,1,1,1.8333333333333333,1.3333333333333333,1.5833333333333333,3,4,3,4,3,3,4,4,4,4,4,3,3,3,2,3,2,4,3.3333333333333335,3.8333333333333335,2.8333333333333335,3.3333333333333335
INV-312,Mujer,21,RM,Sí,Educación,1°,4.5,30,No,0,Otra beca,No,Local,No,4,12,No,2,2,1,2,2,2,2,4,3,3,1,3,3,3,2,1,2.125,2.375,2.25,2,2,2,2,2,1,2,2,3,3,3,3,3,3,1.8571428571428572,2.857142857142857,2.357142857142857,2,1,2,1,2,2,2,2,2,1,3,1,1.6666666666666667,1.8333333333333333,1.75,4,3,4,4,4,4,2,3,2,4,3,2,3,3,4,3,3,4,3.8333333333333335,2.6666666666666665,3.3333333333333335,3.2777777777777777
INV-313,Mujer,23,RM,No,Enfermería,1°,3.6,54,Sí,22,Otra beca,No,Desplazado/a,No,2,21,Sí,3,2,2,3,3,3,2,3,3,3,4,3,3,2,4,2,2.625,3,2.8125,2,3,3,2,2,2,2,2,2,2,3,4,2,2,2.2857142857142856,2.4285714285714284,2.357142857142857,2,2,4,2,3,2,2,4,2,1,3,2,2.5,2.3333333333333335,2.4166666666666665,3,3,4,4,4,4,2,2,3,2,2,3,2,2,2,2,3,2,3.6666666666666665,2.3333333333333335,2.1666666666666665,2.7222222222222223
INV-314,Mujer,21,RM,No,Enfermería,4°,3.5,37,Sí,19,Sin beca,No,Local,No,1,1,No,1,1,1,1,2,1,2,2,3,2,3,2,2,3,2,2,1.375,2.375,1.875,2,3,2,3,2,2,3,2,1,3,1,1,2,2,2.4285714285714284,1.7142857142857142,2.0714285714285716,4,3,3,4,4,4,4,3,3,3,2,4,3.6666666666666665,3.1666666666666665,3.4166666666666665,1,1,1,1,1,1,2,3,1,2,1,3,1,1,3,3,2,2,1,2,2,1.6666666666666667
INV-315,Mujer,21,Región norte,Sí,Trabajo Social,5°,5.7,47,No,0,Gratuidad,No,Local,No,3,13,Sí,2,3,3,3,2,3,3,2,3,3,2,4,2,3,3,2,2.625,2.75,2.6875,2,2,4,4,4,4,3,4,3,3,4,4,2,3,3.2857142857142856,3.2857142857142856,3.2857142857142856,2,2,2,3,3,3,2,2,1,1,1,3,2.5,1.6666666666666667,2.0833333333333335,2,2,2,1,2,2,1,2,2,3,3,4,3,3,2,3,3,3,1.8333333333333333,2.5,2.8333333333333335,2.388888888888889
INV-316,Mujer,27,Región norte,No,Educación,4°,6.8,35,No,0,Gratuidad,Sí,Local,No,4,23,Sí,4,3,2,3,2,3,3,2,1,1,1,1,1,1,1,1,2.75,1,1.875,3,4,4,4,3,4,3,4,4,4,3,4,4,3,3.5714285714285716,3.7142857142857144,3.642857142857143,2,1,1,1,1,1,2,2,1,3,2,1,1.1666666666666667,1.8333333333333333,1.5,4,4,3,4,3,4,3,3,4,3,3,4,2,4,3,4,4,3,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.4444444444444446
INV-317,Otro,18,RM,No,Educación,4°,4.1,26,No,0,Gratuidad,Sí,Desplazado/a,No,3,11,No,1,2,2,1,3,3,1,2,2,2,3,4,3,2,2,2,1.875,2.5,2.1875,3,3,4,3,4,4,4,4,4,4,3,4,3,2,3.5714285714285716,3.4285714285714284,3.5,2,3,1,2,2,2,3,4,4,2,1,3,2,2.8333333333333335,2.4166666666666665,1,2,3,3,3,2,2,2,3,1,3,3,2,3,4,3,4,3,2.3333333333333335,2.3333333333333335,3.1666666666666665,2.611111111111111
INV-318,Mujer,19,Región centro,No,Enfermería,2°,5.7,NA,No,0,Beca excelencia,Sí,Local,No,4,NA,No,3,3,2,2,3,2,2,2,2,1,1,1,1,1,2,1,2.375,1.25,1.8125,3,2,1,3,2,4,2,4,4,3,4,3,4,2,2.4285714285714284,3.4285714285714284,2.9285714285714284,1,2,2,2,2,1,2,2,2,3,1,3,1.6666666666666667,2.1666666666666665,1.9166666666666667,1,2,1,1,2,2,3,3,4,2,2,3,3,2,2,2,3,2,1.5,2.8333333333333335,2.3333333333333335,2.2222222222222223
INV-319,Mujer,21,RM,No,Trabajo Social,3°,NA,44,No,0,Sin beca,No,Local,No,3,6,No,2,2,1,2,3,2,1,2,3,3,4,4,4,3,4,2,1.875,3.375,2.625,3,4,3,3,3,3,2,3,2,4,3,2,3,3,3,2.857142857142857,2.9285714285714284,2,3,2,2,2,2,3,3,2,2,3,4,2.1666666666666665,2.8333333333333335,2.5,3,4,3,2,4,4,2,3,3,2,2,3,3,2,3,2,3,3,3.3333333333333335,2.5,2.6666666666666665,2.8333333333333335
INV-320,Mujer,21,Región sur,No,Educación,5°,5.5,37,Sí,19,Gratuidad,No,Local,Sí,4,8,Sí,3,2,3,4,2,2,3,2,3,4,2,4,4,3,3,4,2.625,3.375,3,2,3,2,2,3,2,2,3,2,2,3,3,2,3,2.2857142857142856,2.5714285714285716,2.4285714285714284,2,2,3,3,3,1,2,1,2,1,2,2,2.3333333333333335,1.6666666666666667,2,2,4,3,3,2,2,4,4,3,3,4,4,3,3,3,3,4,2,2.6666666666666665,3.6666666666666665,3,3.111111111111111
INV-321,Mujer,19,Región sur,No,Enfermería,3°,4.3,38,Sí,24,Gratuidad,Sí,Local,No,3,14,No,2,1,2,1,1,2,1,2,3,3,1,2,4,2,2,3,1.5,2.5,2,3,2,2,3,3,3,3,3,2,2,3,2,2,1,2.7142857142857144,2.142857142857143,2.4285714285714284,2,2,3,2,2,3,4,2,4,3,4,3,2.3333333333333335,3.3333333333333335,2.8333333333333335,2,3,3,2,2,1,2,3,2,3,4,2,3,2,3,3,2,2,2.1666666666666665,2.6666666666666665,2.5,2.4444444444444446
INV-322,Mujer,23,Región norte,Sí,Psicología,1°,4.1,36,No,0,Sin beca,Sí,Local,No,1,8,No,2,2,1,1,1,2,3,2,2,3,2,1,2,2,3,2,1.75,2.125,1.9375,3,1,1,1,2,1,2,1,1,2,1,2,2,2,1.5714285714285714,1.5714285714285714,1.5714285714285714,3,3,4,4,4,3,3,3,3,2,3,3,3.5,2.8333333333333335,3.1666666666666665,2,3,2,3,2,4,2,1,1,1,2,2,2,2,2,1,3,2,2.6666666666666665,1.5,2,2.0555555555555554
INV-323,Mujer,20,RM,No,Otra,1°,3.5,38,Sí,21,Gratuidad,Sí,Desplazado/a,No,1,17,Sí,2,2,1,2,3,2,1,3,2,2,4,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,1,2,1,2,4,1.5714285714285714,2.142857142857143,1.8571428571428572,2,3,2,3,2,4,2,1,3,2,2,2,2.6666666666666665,2,2.3333333333333335,1,1,2,2,2,3,1,1,1,2,2,1,3,2,2,2,2,2,1.8333333333333333,1.3333333333333333,2.1666666666666665,1.7777777777777777
INV-324,Mujer,19,Región centro,No,Educación,1°,4.7,31,No,0,Sin beca,Sí,Desplazado/a,No,3,37,No,2,2,2,2,2,2,3,2,3,4,1,3,2,2,2,3,2.125,2.5,2.3125,2,2,2,2,3,2,2,2,3,2,3,3,2,3,2.142857142857143,2.5714285714285716,2.357142857142857,2,2,2,2,3,1,4,3,2,3,3,4,2,3.1666666666666665,2.5833333333333335,2,4,3,4,3,4,4,3,3,3,4,3,3,2,3,3,4,2,3.3333333333333335,3.3333333333333335,2.8333333333333335,3.1666666666666665
INV-325,Mujer,23,Región sur,No,Educación,4°,6,39,Sí,15,Gratuidad,No,Local,No,4,35,Sí,2,3,2,2,2,3,2,3,1,2,2,2,1,1,2,2,2.375,1.625,2,3,3,2,4,4,3,3,2,3,4,3,3,4,3,3.142857142857143,3.142857142857143,3.142857142857143,2,2,3,2,1,1,3,2,2,3,2,1,1.8333333333333333,2.1666666666666665,2,3,3,3,4,4,3,4,4,4,4,3,3,3,4,2,3,3,2,3.3333333333333335,3.6666666666666665,2.8333333333333335,3.2777777777777777
INV-326,Mujer,22,RM,Sí,Trabajo Social,5°,6.1,48,No,0,Beca excelencia,Sí,Desplazado/a,No,NA,34,Sí,4,4,3,2,4,2,3,2,2,3,2,1,1,2,3,2,3,2,2.5,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3.857142857142857,3.7142857142857144,3.7857142857142856,1,1,1,1,1,2,1,1,2,1,1,1,1.1666666666666667,1.1666666666666667,1.1666666666666667,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,2,4,4,3.6666666666666665,3.6666666666666665,3.7777777777777777
INV-327,Mujer,22,Región norte,Sí,Psicología,4°,4.7,36,No,0,Gratuidad,No,Desplazado/a,No,3,15,Sí,4,2,3,2,3,2,2,1,3,3,4,3,3,3,3,4,2.375,3.25,2.8125,2,3,2,3,1,2,3,3,2,2,3,1,2,3,2.2857142857142856,2.2857142857142856,2.2857142857142856,3,3,3,3,2,1,2,1,2,2,1,1,2.5,1.5,2,4,3,4,4,3,3,4,4,4,3,4,4,3,3,3,3,2,3,3.5,3.8333333333333335,2.8333333333333335,3.388888888888889
INV-328,Mujer,18,RM,Sí,Psicología,3°,6.3,54,Sí,NA,Gratuidad,Sí,Desplazado/a,No,3,17,Sí,2,2,2,2,2,2,2,4,2,2,3,1,2,2,3,1,2.25,2,2.125,2,3,1,1,1,3,2,3,2,2,2,2,3,1,1.8571428571428572,2.142857142857143,2,1,2,1,2,2,4,3,3,2,4,3,3,2,3,2.5,3,3,2,3,4,3,3,2,2,3,1,2,4,3,3,4,3,3,3,2.1666666666666665,3.3333333333333335,2.8333333333333335
INV-329,Mujer,27,RM,No,Enfermería,1°,4.9,33,No,0,Gratuidad,No,Local,No,2,22,No,3,2,3,3,3,2,3,2,2,2,1,1,2,1,2,2,2.625,1.625,2.125,3,1,2,2,3,3,2,2,2,2,2,2,3,4,2.2857142857142856,2.4285714285714284,2.357142857142857,2,3,3,3,3,3,2,4,2,3,3,4,2.8333333333333335,3,2.9166666666666665,2,3,2,2,3,1,2,2,2,2,2,3,2,2,1,3,2,3,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665
INV-330,Mujer,22,RM,No,Psicología,4°,6.2,42,Sí,23,Gratuidad,Sí,Local,No,3,20,No,2,2,3,3,2,1,2,1,3,4,3,4,4,4,3,3,2,3.5,2.75,3,2,4,3,3,3,3,4,4,3,3,3,2,2,3,3,3,3,2,3,2,2,2,2,2,3,2,1,2,2.3333333333333335,2,2.1666666666666665,2,3,3,3,3,2,2,3,3,2,3,2,1,3,3,3,2,2,2.6666666666666665,2.5,2.3333333333333335,2.5
INV-331,Hombre,23,Región sur,No,Enfermería,1°,4.7,40,No,0,Otra beca,Sí,Local,No,NA,36,Sí,3,3,1,3,2,2,3,4,1,1,1,1,1,1,1,2,2.625,1.125,1.875,2,2,2,3,2,2,4,2,3,2,3,2,3,2,2.4285714285714284,2.4285714285714284,2.4285714285714284,2,3,2,2,2,3,2,2,2,3,3,2,2.3333333333333335,2.3333333333333335,2.3333333333333335,3,4,4,4,3,3,3,3,4,3,4,2,2,1,2,3,3,3,3.5,3.1666666666666665,2.3333333333333335,3
INV-332,Mujer,20,Región sur,No,Trabajo Social,5°,4.5,39,Sí,25,Sin beca,No,Local,No,4,32,Sí,3,2,3,2,2,3,3,2,3,2,3,1,2,2,2,3,2.5,2.25,2.375,4,4,4,3,4,4,4,4,3,4,4,3,4,2,3.857142857142857,3.4285714285714284,3.642857142857143,1,1,2,2,2,2,2,1,1,2,2,1,1.6666666666666667,1.5,1.5833333333333333,2,3,2,3,4,2,2,2,2,3,3,3,3,3,3,4,3,2,2.6666666666666665,2.5,3,2.7222222222222223
INV-333,Mujer,24,RM,No,Psicología,2°,4.5,38,No,0,Gratuidad,No,Desplazado/a,No,2,10,Sí,2,4,1,2,2,3,2,1,3,3,2,1,2,2,2,3,2.125,2.25,2.1875,3,3,2,3,2,2,2,2,3,2,2,2,3,3,2.4285714285714284,2.4285714285714284,2.4285714285714284,4,4,4,3,3,2,3,2,2,3,3,3,3.3333333333333335,2.6666666666666665,3,2,3,3,4,3,2,1,3,4,3,2,2,3,3,3,3,3,4,2.8333333333333335,2.5,3.1666666666666665,2.8333333333333335
INV-334,Mujer,24,RM,No,Trabajo Social,4°,5.1,28,No,0,Gratuidad,Sí,Local,No,4,NA,No,4,3,4,1,3,3,3,4,3,3,3,2,3,3,3,4,3.125,3,3.0625,3,2,3,3,3,3,4,3,2,2,4,4,3,4,3,3.142857142857143,3.0714285714285716,2,2,2,1,1,1,3,1,2,1,4,2,1.5,2.1666666666666665,1.8333333333333333,3,3,2,4,4,1,3,2,2,2,3,2,3,3,3,2,3,3,2.8333333333333335,2.3333333333333335,2.8333333333333335,2.6666666666666665
INV-335,Hombre,23,RM,Sí,Trabajo Social,4°,3.9,43,No,NA,Gratuidad,Sí,Desplazado/a,No,2,22,No,1,1,3,1,1,1,1,1,2,2,2,2,1,3,2,1,1.25,1.875,1.5625,3,3,3,4,3,4,3,4,4,3,3,4,4,3,3.2857142857142856,3.5714285714285716,3.4285714285714284,2,1,3,1,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,3,3,3,4,2,2,3,2,3,3,3,3,3,3,2.5,2.6666666666666665,3,2.7222222222222223
INV-336,Hombre,17,Región sur,Sí,Trabajo Social,3°,6.5,30,No,0,Gratuidad,No,Local,Sí,4,28,No,3,1,3,2,3,3,2,3,3,3,3,3,2,3,3,1,2.5,2.625,2.5625,2,3,2,3,4,2,2,2,2,2,2,2,1,2,2.5714285714285716,1.8571428571428572,2.2142857142857144,2,2,2,1,3,2,2,2,3,2,2,2,2,2.1666666666666665,2.0833333333333335,2,3,2,3,2,4,2,2,2,2,2,3,2,2,3,3,2,2,2.6666666666666665,2.1666666666666665,2.3333333333333335,2.388888888888889
INV-337,Mujer,21,RM,No,Otra,4°,6.6,46,Sí,14,Beca excelencia,Sí,Desplazado/a,No,3,31,No,3,3,3,3,3,2,2,3,1,2,2,2,1,2,1,2,2.75,1.625,2.1875,3,3,2,2,3,2,3,4,4,3,4,4,3,2,2.5714285714285716,3.4285714285714284,3,1,3,3,4,2,1,1,3,1,2,3,1,2.3333333333333335,1.8333333333333333,2.0833333333333335,3,4,3,3,3,3,4,4,4,4,3,3,3,4,4,4,3,3,3.1666666666666665,3.6666666666666665,3.5,3.4444444444444446
INV-338,Hombre,21,Región centro,No,Trabajo Social,3°,3.9,47,Sí,23,Gratuidad,No,Desplazado/a,No,2,10,No,3,2,4,3,3,2,3,3,2,3,2,1,2,3,2,3,2.875,2.25,2.5625,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1.8571428571428572,1.5714285714285714,1.7142857142857142,3,3,2,4,3,2,3,3,4,4,3,2,2.8333333333333335,3.1666666666666665,3,2,1,2,3,2,2,3,3,2,2,2,2,3,4,2,3,3,2,2,2.3333333333333335,2.8333333333333335,2.388888888888889
INV-339,Hombre,18,Región sur,No,Psicología,4°,4,41,No,0,Otra beca,Sí,Desplazado/a,No,1,13,No,1,2,2,3,1,2,2,2,4,1,3,3,1,3,2,2,1.875,2.375,2.125,2,1,1,1,2,1,1,2,1,1,2,1,1,3,1.2857142857142858,1.5714285714285714,1.4285714285714286,2,2,2,1,3,3,2,4,3,1,2,2,2.1666666666666665,2.3333333333333335,2.25,2,3,4,3,3,2,2,2,2,3,3,2,3,4,2,2,3,3,2.8333333333333335,2.3333333333333335,2.8333333333333335,2.6666666666666665
INV-340,Mujer,21,RM,No,Enfermería,2°,4.9,31,Sí,23,Gratuidad,Sí,Local,No,5,11,No,1,2,1,3,2,3,3,3,2,3,4,3,3,2,4,2,2.25,2.875,2.5625,2,3,2,2,4,2,2,4,4,3,4,3,2,1,2.4285714285714284,3,2.7142857142857144,2,1,1,1,1,3,2,2,2,2,2,2,1.5,2,1.75,2,2,3,2,2,2,3,4,3,2,3,3,3,3,4,3,3,3,2.1666666666666665,3,3.1666666666666665,2.7777777777777777
INV-341,Mujer,20,Región centro,Sí,Psicología,2°,5.7,46,Sí,NA,Otra beca,No,Local,Sí,5,32,No,2,3,3,2,4,3,3,4,4,3,3,2,3,3,2,2,3,2.75,2.875,3,4,4,4,3,4,4,3,3,4,3,4,3,4,3.7142857142857144,3.4285714285714284,3.5714285714285716,2,2,2,3,4,2,2,3,3,3,3,3,2.5,2.8333333333333335,2.6666666666666665,4,4,3,3,4,4,3,3,4,4,4,3,4,3,4,4,4,3,3.6666666666666665,3.5,3.6666666666666665,3.611111111111111
INV-342,Mujer,20,Región centro,No,Otra,4°,6.5,55,Sí,14,Gratuidad,Sí,Local,No,5,37,Sí,2,2,1,1,3,2,2,2,4,3,3,2,3,3,3,3,1.875,3,2.4375,2,2,3,2,3,4,2,3,3,2,2,2,3,2,2.5714285714285716,2.4285714285714284,2.5,1,3,1,1,1,2,3,2,2,1,2,3,1.5,2.1666666666666665,1.8333333333333333,2,4,4,4,3,3,4,4,2,2,2,2,3,4,3,3,4,2,3.3333333333333335,2.6666666666666665,3.1666666666666665,3.0555555555555554
INV-343,Hombre,21,RM,Sí,Trabajo Social,2°,6.3,46,Sí,27,Gratuidad,Sí,Local,Sí,3,21,Sí,3,4,2,3,4,3,3,2,2,2,2,1,3,2,2,3,3,2.125,2.5625,3,4,2,2,3,3,2,3,3,2,4,3,2,4,2.7142857142857144,3,2.857142857142857,2,2,2,2,2,2,2,1,1,1,2,2,2,1.5,1.75,3,4,3,3,4,3,3,2,3,2,2,3,3,4,3,3,3,3,3.3333333333333335,2.5,3.1666666666666665,3
INV-344,Mujer,17,RM,Sí,Otra,1°,6.8,38,No,0,Beca excelencia,Sí,Desplazado/a,No,5,35,No,4,4,4,3,3,4,4,3,2,2,2,2,2,3,3,2,3.625,2.25,2.9375,2,2,2,2,2,3,3,3,3,2,2,4,3,4,2.2857142857142856,3,2.642857142857143,1,3,2,2,2,2,3,2,4,2,2,2,2,2.5,2.25,3,2,4,3,3,4,4,3,4,4,4,4,4,3,4,3,2,2,3.1666666666666665,3.8333333333333335,3,3.3333333333333335
INV-345,Mujer,19,Región centro,Sí,Psicología,5°,3.9,32,No,0,Beca excelencia,Sí,Desplazado/a,No,2,16,No,3,4,4,3,4,4,4,2,3,2,4,4,4,4,4,4,3.5,3.625,3.5625,2,2,3,2,3,2,2,3,3,3,4,4,4,4,2.2857142857142856,3.5714285714285716,2.9285714285714284,3,3,3,3,3,3,3,3,2,4,2,4,3,3,3,2,4,2,2,3,2,2,3,3,2,3,2,2,3,3,2,2,1,2.5,2.5,2.1666666666666665,2.388888888888889
INV-346,Hombre,23,RM,Sí,Trabajo Social,4°,3.2,31,No,0,Gratuidad,No,Desplazado/a,Sí,2,5,No,1,1,1,1,1,1,1,3,2,2,3,3,2,2,3,2,1.25,2.375,1.8125,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,2.142857142857143,2.0714285714285716,3,3,3,4,4,1,2,2,3,3,2,2,3,2.3333333333333335,2.6666666666666665,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1.3333333333333333,1.6666666666666667,1.5,1.5
INV-347,Mujer,20,RM,No,Psicología,1°,6.7,51,No,0,Beca excelencia,Sí,Local,No,4,25,No,3,2,2,3,3,3,3,3,3,2,4,3,1,3,3,3,2.75,2.75,2.75,4,2,3,4,4,4,4,3,3,4,3,3,3,3,3.5714285714285716,3.142857142857143,3.357142857142857,1,2,2,1,3,3,1,2,1,3,1,1,2,1.5,1.75,3,3,4,3,3,4,3,4,3,4,2,2,2,3,3,3,2,3,3.3333333333333335,3,2.6666666666666665,3
INV-348,Hombre,24,RM,Sí,Enfermería,5°,4.1,40,No,0,Gratuidad,No,Local,No,2,11,Sí,2,2,2,2,1,2,2,2,3,2,1,3,1,1,2,3,1.875,2,1.9375,3,1,2,2,3,2,2,2,1,1,1,2,3,3,2.142857142857143,1.8571428571428572,2,2,3,2,2,2,2,3,2,1,3,3,1,2.1666666666666665,2.1666666666666665,2.1666666666666665,4,3,3,2,4,3,3,2,2,4,3,3,3,3,4,4,4,3,3.1666666666666665,2.8333333333333335,3.5,3.1666666666666665
INV-349,Mujer,21,Región norte,No,Trabajo Social,3°,3.6,30,Sí,31,Otra beca,No,Desplazado/a,No,2,6,Sí,3,2,1,2,2,3,1,4,3,3,3,3,2,3,3,3,2.25,2.875,2.5625,2,4,3,2,3,3,2,2,2,2,2,2,2,1,2.7142857142857144,1.8571428571428572,2.2857142857142856,3,3,4,3,3,3,3,3,4,3,4,4,3.1666666666666665,3.5,3.3333333333333335,3,2,2,2,2,2,3,2,2,3,2,3,3,2,1,2,2,2,2.1666666666666665,2.5,2,2.2222222222222223
INV-350,Mujer,21,Región sur,No,Trabajo Social,5°,3.9,47,Sí,19,Otra beca,No,Local,Sí,1,10,Sí,2,1,2,2,1,2,2,1,2,2,3,1,2,2,2,1,1.625,1.875,1.75,1,3,2,2,3,2,2,3,2,2,3,3,2,1,2.142857142857143,2.2857142857142856,2.2142857142857144,3,2,1,1,1,3,1,2,2,3,3,3,1.8333333333333333,2.3333333333333335,2.0833333333333335,3,3,1,2,2,4,2,1,2,2,2,2,3,3,3,3,2,3,2.5,1.8333333333333333,2.8333333333333335,2.388888888888889
INV-351,Hombre,17,RM,No,Enfermería,1°,4.9,32,No,0,Sin beca,Sí,Desplazado/a,No,2,26,No,3,2,2,1,1,2,2,3,3,3,3,1,3,2,2,2,2,2.375,2.1875,2,3,2,3,2,3,1,3,3,3,4,2,3,2,2.2857142857142856,2.857142857142857,2.5714285714285716,3,3,2,3,3,2,3,4,3,3,3,3,2.6666666666666665,3.1666666666666665,2.9166666666666665,2,2,3,3,2,3,3,2,3,1,2,3,2,2,2,4,2,1,2.5,2.3333333333333335,2.1666666666666665,2.3333333333333335
INV-352,Mujer,24,Región centro,Sí,Educación,4°,6.9,35,No,0,Sin beca,No,Local,No,5,37,Sí,4,4,4,4,4,4,4,4,2,1,2,2,1,2,2,4,4,2,3,4,3,4,3,2,3,3,4,4,3,3,4,2,4,3.142857142857143,3.4285714285714284,3.2857142857142856,3,2,2,1,3,1,1,2,3,1,2,1,2,1.6666666666666667,1.8333333333333333,3,2,4,3,4,4,3,4,3,3,4,4,4,4,4,3,4,4,3.3333333333333335,3.5,3.8333333333333335,3.5555555555555554
INV-353,Mujer,18,RM,Sí,Psicología,2°,3.4,29,Sí,15,Beca excelencia,Sí,Local,No,2,23,No,2,2,3,3,3,1,2,2,3,3,4,4,3,4,3,3,2.25,3.375,2.8125,2,1,2,1,1,1,2,3,1,2,1,2,3,3,1.4285714285714286,2.142857142857143,1.7857142857142858,4,4,3,2,3,2,4,4,4,3,4,3,3,3.6666666666666665,3.3333333333333335,3,3,3,3,3,3,2,1,2,2,2,4,2,1,3,3,2,2,3,2.1666666666666665,2.1666666666666665,2.4444444444444446
INV-354,Hombre,18,Región sur,Sí,Otra,3°,4.5,44,Sí,11,Gratuidad,Sí,Desplazado/a,No,3,15,Sí,4,3,4,4,3,4,3,3,4,3,3,3,3,2,4,2,3.5,3,3.25,4,4,3,3,4,4,4,3,2,3,3,3,3,3,3.7142857142857144,2.857142857142857,3.2857142857142856,2,1,2,3,4,3,1,3,2,3,2,2,2.5,2.1666666666666665,2.3333333333333335,2,3,2,3,3,3,2,3,3,4,4,2,4,3,3,3,3,3,2.6666666666666665,3,3.1666666666666665,2.9444444444444446
INV-355,Hombre,21,RM,Sí,Educación,4°,4.4,39,No,0,Otra beca,No,Local,Sí,3,34,No,3,3,4,2,3,4,4,3,4,3,2,3,3,4,3,3,3.25,3.125,3.1875,3,2,3,2,3,2,3,3,3,3,2,3,3,4,2.5714285714285716,3,2.7857142857142856,1,1,2,2,1,2,2,1,3,1,2,2,1.5,1.8333333333333333,1.6666666666666667,4,3,3,4,2,3,4,4,4,3,2,2,4,4,4,4,3,3,3.1666666666666665,3.1666666666666665,3.6666666666666665,3.3333333333333335
INV-356,Mujer,25,Región norte,No,Psicología,1°,4.9,43,Sí,40,Otra beca,Sí,Local,No,4,20,No,2,3,2,2,2,2,1,3,2,1,1,1,2,1,1,2,2.125,1.375,1.75,2,2,3,2,1,2,3,2,3,3,2,3,2,2,2.142857142857143,2.4285714285714284,2.2857142857142856,3,3,1,4,3,3,2,4,4,3,3,2,2.8333333333333335,3,2.9166666666666665,4,4,4,4,4,3,3,3,3,3,3,2,4,3,3,4,4,4,3.8333333333333335,2.8333333333333335,3.6666666666666665,3.4444444444444446
INV-357,Otro,21,Región sur,Sí,Educación,2°,4.5,58,Sí,14,Otra beca,Sí,Local,No,2,NA,No,1,1,2,1,2,2,2,1,2,2,3,3,3,3,2,3,1.5,2.625,2.0625,1,3,3,2,1,2,2,2,2,2,2,1,2,2,2,1.8571428571428572,1.9285714285714286,2,3,4,2,3,1,2,2,1,3,2,4,2.5,2.3333333333333335,2.4166666666666665,3,2,2,2,2,2,3,2,2,3,2,4,2,3,3,2,2,2,2.1666666666666665,2.6666666666666665,2.3333333333333335,2.388888888888889
INV-358,Mujer,21,RM,No,Otra,2°,4.6,45,Sí,28,Gratuidad,No,Local,No,2,35,Sí,3,2,2,3,2,2,3,1,2,2,3,3,1,3,4,2,2.25,2.5,2.375,3,4,3,4,3,4,4,3,3,3,2,4,2,2,3.5714285714285716,2.7142857142857144,3.142857142857143,2,3,3,2,2,3,2,2,3,1,1,3,2.5,2,2.25,3,3,2,2,3,2,3,2,2,2,3,2,2,1,2,2,2,2,2.5,2.3333333333333335,1.8333333333333333,2.2222222222222223
INV-359,Mujer,20,RM,No,Otra,1°,3.4,21,No,0,Otra beca,No,Local,No,3,27,Sí,2,3,1,2,2,3,2,2,3,4,4,4,4,3,3,4,2.125,3.625,2.875,3,2,3,3,3,4,3,1,2,1,2,1,2,2,3,1.5714285714285714,2.2857142857142856,2,1,2,2,1,4,2,2,2,3,4,2,2,2.5,2.25,2,2,3,3,3,3,2,2,2,2,2,3,2,3,2,3,2,2,2.6666666666666665,2.1666666666666665,2.3333333333333335,2.388888888888889
